time [s],capacity [A.h],voltage [V],temperature [K],q_total [W.m-3],q_ohmic [W.m-3],q_irreversible [W.m-3],q_reversible [W.m-3],Q_total [W],Q_ohmic [W],Q_irreversible [W],Q_reversible [W]
10370,4.32083,3.35147,299.751,4361.33,1292.91,3068.42,0,0.0899401,0.0266626,0.0632775,0
10380,4.325,3.34995,299.752,4365.88,1292.91,3072.97,0,0.090034,0.0266626,0.0633713,0
10390,4.32917,3.34839,299.753,4370.47,1292.92,3077.55,0,0.0901284,0.0266627,0.0634657,0
10400,4.33333,3.34681,299.754,4375.08,1292.92,3082.16,0,0.0902236,0.0266628,0.0635608,0
10410,4.3375,3.34519,299.756,4379.72,1292.92,3086.8,0,0.0903194,0.0266628,0.0636565,0
10420,4.34167,3.34353,299.757,4384.4,1292.92,3091.48,0,0.0904158,0.0266629,0.0637529,0
10430,4.34583,3.34185,299.758,4389.11,1292.93,3096.18,0,0.0905129,0.026663,0.06385,0
10440,4.35,3.34013,299.759,4393.85,1292.93,3100.92,0,0.0906108,0.026663,0.0639478,0
10450,4.35417,3.33837,299.761,4398.63,1292.93,3105.7,0,0.0907093,0.0266631,0.0640462,0
10460,4.35833,3.33658,299.762,4403.44,1292.94,3110.5,0,0.0908085,0.0266631,0.0641453,0
10470,4.3625,3.33475,299.763,4408.28,1292.94,3115.35,0,0.0909084,0.0266632,0.0642452,0
10480,4.36667,3.33289,299.764,4413.16,1292.94,3120.22,0,0.091009,0.0266633,0.0643457,0
10490,4.37083,3.33099,299.766,4418.08,1292.95,3125.13,0,0.0911103,0.0266633,0.064447,0
10500,4.375,3.32906,299.767,4423.03,1292.95,3130.08,0,0.0912123,0.0266634,0.064549,0
10510,4.37917,3.32709,299.768,4428.01,1292.95,3135.06,0,0.0913151,0.0266634,0.0646517,0
10520,4.38333,3.32508,299.77,4433.03,1292.95,3140.08,0,0.0914187,0.0266635,0.0647551,0
10530,4.3875,3.32303,299.771,4438.09,1292.96,3145.13,0,0.0915229,0.0266636,0.0648593,0
10540,4.39167,3.32095,299.772,4443.18,1292.96,3150.22,0,0.091628,0.0266636,0.0649643,0
10550,4.39583,3.31883,299.774,4448.31,1292.96,3155.35,0,0.0917338,0.0266637,0.0650701,0
10560,4.4,3.31667,299.775,4453.48,1292.97,3160.51,0,0.0918403,0.0266638,0.0651766,0
10570,4.40417,3.31448,299.776,4458.68,1292.97,3165.71,0,0.0919477,0.0266638,0.0652839,0
10580,4.40833,3.31225,299.778,4463.93,1292.97,3170.95,0,0.0920558,0.0266639,0.0653919,0
10590,4.4125,3.30999,299.779,4469.21,1292.98,3176.23,0,0.0921648,0.026664,0.0655008,0
10600,4.41667,3.30769,299.78,4474.53,1292.98,3181.55,0,0.0922745,0.026664,0.0656105,0
10610,4.42083,3.30535,299.782,4479.9,1292.98,3186.91,0,0.0923851,0.0266641,0.065721,0
10620,4.425,3.30298,299.783,4485.3,1292.99,3192.31,0,0.0924965,0.0266642,0.0658324,0
10630,4.42917,3.30057,299.784,4490.74,1292.99,3197.75,0,0.0926088,0.0266642,0.0659446,0
10640,4.43333,3.29813,299.786,4496.23,1292.99,3203.23,0,0.0927219,0.0266643,0.0660576,0
10650,4.4375,3.29566,299.787,4501.75,1293,3208.76,0,0.0928359,0.0266644,0.0661715,0
10660,4.44167,3.29315,299.789,4507.32,1293,3214.32,0,0.0929507,0.0266644,0.0662863,0
10670,4.44583,3.29062,299.79,4512.93,1293,3219.93,0,0.0930663,0.0266645,0.0664018,0
10680,4.45,3.28805,299.791,4518.58,1293.01,3225.57,0,0.0931829,0.0266646,0.0665183,0
10690,4.45417,3.28545,299.793,4524.27,1293.01,3231.27,0,0.0933003,0.0266646,0.0666357,0
10700,4.45833,3.28283,299.794,4530.01,1293.01,3237,0,0.0934186,0.0266647,0.0667539,0
10710,4.4625,3.28018,299.796,4535.8,1293.02,3242.78,0,0.0935379,0.0266648,0.0668731,0
10720,4.46667,3.2775,299.797,4541.62,1293.02,3248.6,0,0.0936581,0.0266648,0.0669932,0
10730,4.47083,3.27479,299.799,4547.49,1293.02,3254.47,0,0.0937792,0.0266649,0.0671143,0
10740,4.475,3.27207,299.8,4553.41,1293.03,3260.39,0,0.0939012,0.026665,0.0672362,0
10750,4.47917,3.26932,299.802,4559.38,1293.03,3266.35,0,0.0940242,0.0266651,0.0673592,0
10760,4.48333,3.26655,299.803,4565.39,1293.03,3272.36,0,0.0941482,0.0266651,0.0674831,0
10770,4.4875,3.26375,299.805,4571.45,1293.04,3278.41,0,0.0942732,0.0266652,0.067608,0
10780,4.49167,3.26095,299.806,4577.56,1293.04,3284.52,0,0.0943991,0.0266653,0.0677338,0
10790,4.49583,3.25812,299.808,4583.71,1293.04,3290.67,0,0.0945261,0.0266653,0.0678607,0
10800,4.5,3.25528,299.809,4589.92,1293.05,3296.87,0,0.094654,0.0266654,0.0679886,0
10810,4.50417,3.25242,299.811,4596.17,1293.05,3303.12,0,0.0947829,0.0266655,0.0681174,0
10820,4.50833,3.24955,299.812,4602.47,1293.05,3309.42,0,0.0949129,0.0266656,0.0682473,0
10830,4.5125,3.24667,299.814,4608.82,1293.06,3315.77,0,0.0950439,0.0266657,0.0683783,0
10840,4.51667,3.24378,299.816,4615.23,1293.06,3322.17,0,0.095176,0.0266657,0.0685103,0
10850,4.52083,3.24089,299.817,4621.69,1293.07,3328.62,0,0.0953092,0.0266658,0.0686434,0
10860,4.525,3.23798,299.819,4628.2,1293.07,3335.13,0,0.0954435,0.0266659,0.0687776,0
10870,4.52917,3.23507,299.82,4634.76,1293.07,3341.69,0,0.0955789,0.026666,0.0689129,0
10880,4.53333,3.23215,299.822,4641.38,1293.08,3348.31,0,0.0957154,0.026666,0.0690493,0
10890,4.5375,3.22923,299.824,4648.06,1293.08,3354.98,0,0.095853,0.0266661,0.0691869,0
10900,4.54167,3.22631,299.825,4654.79,1293.09,3361.7,0,0.0959918,0.0266662,0.0693256,0
10910,4.54583,3.22339,299.827,4661.58,1293.09,3368.49,0,0.0961318,0.0266663,0.0694655,0
10920,4.55,3.22046,299.829,4668.42,1293.09,3375.33,0,0.096273,0.0266664,0.0696066,0
10930,4.55417,3.21754,299.83,4675.33,1293.1,3382.23,0,0.0964153,0.0266665,0.0697489,0
10940,4.55833,3.21462,299.832,4682.29,1293.1,3389.19,0,0.0965589,0.0266665,0.0698924,0
10950,4.5625,3.2117,299.834,4689.31,1293.1,3396.21,0,0.0967038,0.0266666,0.0700371,0
10960,4.56667,3.20878,299.836,4696.4,1293.11,3403.29,0,0.0968498,0.0266667,0.0701831,0
10970,4.57083,3.20587,299.837,4703.54,1293.11,3410.43,0,0.0969972,0.0266668,0.0703304,0
10980,4.575,3.20297,299.839,4710.75,1293.12,3417.63,0,0.0971458,0.0266669,0.070479,0
10990,4.57917,3.20006,299.841,4718.02,1293.12,3424.9,0,0.0972958,0.026667,0.0706288,0
11000,4.58333,3.19717,299.843,4725.36,1293.13,3432.23,0,0.0974471,0.026667,0.07078,0
11010,4.5875,3.19428,299.845,4732.76,1293.13,3439.63,0,0.0975997,0.0266671,0.0709326,0
11020,4.59167,3.19139,299.846,4740.23,1293.13,3447.09,0,0.0977537,0.0266672,0.0710865,0
11030,4.59583,3.18851,299.848,4747.76,1293.14,3454.62,0,0.0979091,0.0266673,0.0712418,0
11040,4.6,3.18564,299.85,4755.36,1293.14,3462.22,0,0.0980659,0.0266674,0.0713985,0
11050,4.60417,3.18277,299.852,4763.04,1293.15,3469.89,0,0.0982241,0.0266675,0.0715566,0
11060,4.60833,3.17991,299.854,4770.78,1293.15,3477.63,0,0.0983837,0.0266676,0.0717162,0
11070,4.6125,3.17706,299.856,4778.59,1293.16,3485.44,0,0.0985449,0.0266677,0.0718772,0
11080,4.61667,3.1742,299.857,4786.47,1293.16,3493.31,0,0.0987074,0.0266678,0.0720397,0
11090,4.62083,3.17136,299.859,4794.43,1293.16,3501.27,0,0.0988715,0.0266678,0.0722037,0
11100,4.625,3.16852,299.861,4802.46,1293.17,3509.29,0,0.0990371,0.0266679,0.0723692,0
11110,4.62917,3.16568,299.863,4810.57,1293.17,3517.39,0,0.0992043,0.026668,0.0725362,0
11120,4.63333,3.16284,299.865,4818.75,1293.18,3525.57,0,0.099373,0.0266681,0.0727049,0
11130,4.6375,3.16001,299.867,4827.01,1293.18,3533.83,0,0.0995433,0.0266682,0.0728751,0
11140,4.64167,3.15718,299.869,4835.35,1293.19,3542.16,0,0.0997153,0.0266683,0.073047,0
11150,4.64583,3.15435,299.871,4843.77,1293.19,3550.57,0,0.0998889,0.0266684,0.0732205,0
11160,4.65,3.15151,299.873,4852.27,1293.2,3559.07,0,0.100064,0.0266685,0.0733957,0
11170,4.65417,3.14868,299.875,4860.85,1293.2,3567.65,0,0.100241,0.0266686,0.0735726,0
11180,4.65833,3.14584,299.877,4869.52,1293.21,3576.31,0,0.10042,0.0266687,0.0737512,0
11190,4.6625,3.143,299.879,4878.27,1293.21,3585.06,0,0.1006,0.0266688,0.0739316,0
11200,4.66667,3.14015,299.881,4887.11,1293.22,3593.89,0,0.100783,0.0266689,0.0741138,0
11210,4.67083,3.13729,299.883,4896.04,1293.22,3602.82,0,0.100967,0.026669,0.0742978,0
11220,4.675,3.13443,299.885,4905.05,1293.23,3611.83,0,0.101153,0.0266691,0.0744837,0
11230,4.67917,3.13156,299.888,4914.16,1293.23,3620.93,0,0.101341,0.0266692,0.0746714,0
11240,4.68333,3.12867,299.89,4923.36,1293.24,3630.12,0,0.10153,0.0266693,0.074861,0
11250,4.6875,3.12577,299.892,4932.65,1293.24,3639.41,0,0.101722,0.0266694,0.0750525,0
11260,4.69167,3.12286,299.894,4942.04,1293.25,3648.79,0,0.101916,0.0266695,0.075246,0
11270,4.69583,3.11993,299.896,4951.52,1293.25,3658.27,0,0.102111,0.0266696,0.0754415,0
11280,4.7,3.11698,299.898,4961.11,1293.26,3667.85,0,0.102309,0.0266697,0.075639,0
11290,4.70417,3.11402,299.901,4970.79,1293.26,3677.53,0,0.102508,0.0266698,0.0758386,0
11300,4.70833,3.11103,299.903,4980.58,1293.27,3687.31,0,0.10271,0.02667,0.0760403,0
11310,4.7125,3.10801,299.905,4990.47,1293.27,3697.19,0,0.102914,0.0266701,0.0762441,0
11320,4.71667,3.10497,299.908,5000.46,1293.28,3707.18,0,0.10312,0.0266702,0.0764502,0
11330,4.72083,3.1019,299.91,5010.57,1293.28,3717.28,0,0.103329,0.0266703,0.0766584,0
11340,4.725,3.09881,299.912,5020.78,1293.29,3727.49,0,0.103539,0.0266704,0.076869,0
11350,4.72917,3.09568,299.915,5031.11,1293.29,3737.81,0,0.103752,0.0266705,0.0770818,0
11360,4.73333,3.09251,299.917,5041.55,1293.3,3748.25,0,0.103968,0.0266706,0.0772969,0
11370,4.7375,3.08931,299.919,5052.1,1293.31,3758.79,0,0.104185,0.0266707,0.0775144,0
11380,4.74167,3.08607,299.922,5062.76,1293.31,3769.45,0,0.104405,0.0266709,0.0777342,0
11390,4.74583,3.08279,299.924,5073.55,1293.32,3780.23,0,0.104628,0.026671,0.0779566,0
11400,4.75,3.07947,299.927,5084.46,1293.32,3791.14,0,0.104853,0.0266711,0.0781815,0
11410,4.75417,3.0761,299.929,5095.5,1293.33,3802.17,0,0.10508,0.0266712,0.0784089,0
11420,4.75833,3.07268,299.932,5106.66,1293.33,3813.32,0,0.10531,0.0266714,0.078639,0
11430,4.7625,3.06921,299.934,5117.95,1293.34,3824.61,0,0.105543,0.0266715,0.0788717,0
11440,4.76667,3.06569,299.937,5129.37,1293.35,3836.03,0,0.105779,0.0266716,0.0791072,0
11450,4.77083,3.06211,299.94,5140.93,1293.35,3847.58,0,0.106017,0.0266717,0.0793454,0
11460,4.775,3.05847,299.942,5152.63,1293.36,3859.27,0,0.106258,0.0266719,0.0795865,0
11470,4.77917,3.05478,299.945,5164.46,1293.37,3871.1,0,0.106502,0.026672,0.0798304,0
11480,4.78333,3.05101,299.948,5176.44,1293.37,3883.07,0,0.106749,0.0266721,0.0800773,0
11490,4.7875,3.04719,299.95,5188.57,1293.38,3895.19,0,0.107,0.0266722,0.0803273,0
11500,4.79167,3.04329,299.953,5200.84,1293.38,3907.46,0,0.107253,0.0266724,0.0805803,0
11510,4.79583,3.03932,299.956,5213.27,1293.39,3919.88,0,0.107509,0.0266725,0.0808364,0
11520,4.8,3.03528,299.958,5225.85,1293.4,3932.46,0,0.107768,0.0266726,0.0810957,0
11530,4.80417,3.03116,299.961,5238.59,1293.4,3945.19,0,0.108031,0.0266728,0.0813584,0
11540,4.80833,3.02695,299.964,5251.5,1293.41,3958.09,0,0.108297,0.0266729,0.0816243,0
11550,4.8125,3.02266,299.967,5264.57,1293.42,3971.15,0,0.108567,0.026673,0.0818937,0
11560,4.81667,3.01829,299.97,5277.8,1293.42,3984.38,0,0.10884,0.0266732,0.0821665,0
11570,4.82083,3.01382,299.973,5291.21,1293.43,3997.78,0,0.109116,0.0266733,0.0824428,0
11580,4.825,3.00926,299.976,5304.78,1293.44,4011.35,0,0.109396,0.0266735,0.0827226,0
11590,4.82917,3.00461,299.979,5318.54,1293.44,4025.1,0,0.10968,0.0266736,0.0830062,0
11600,4.83333,2.99985,299.982,5332.48,1293.45,4039.03,0,0.109967,0.0266738,0.0832935,0
11610,4.8375,2.99499,299.985,5346.61,1293.46,4053.15,0,0.110259,0.0266739,0.0835847,0
11620,4.84167,2.99002,299.988,5360.93,1293.47,4067.46,0,0.110554,0.0266741,0.0838799,0
11630,4.84583,2.98493,299.991,5375.45,1293.47,4081.98,0,0.110853,0.0266742,0.0841792,0
11640,4.85,2.97974,299.994,5390.17,1293.48,4096.69,0,0.111157,0.0266744,0.0844826,0
11650,4.85417,2.97442,299.997,5405.1,1293.49,4111.61,0,0.111465,0.0266745,0.0847903,0
11660,4.85833,2.96898,300.001,5420.24,1293.5,4126.74,0,0.111777,0.0266747,0.0851023,0
11670,4.8625,2.96341,300.004,5435.6,1293.5,4142.09,0,0.112094,0.0266748,0.0854189,0
11680,4.86667,2.95771,300.007,5451.17,1293.51,4157.66,0,0.112415,0.026675,0.08574,0
11690,4.87083,2.95187,300.01,5466.98,1293.52,4173.46,0,0.112741,0.0266752,0.0860658,0
11700,4.875,2.9459,300.014,5483.02,1293.53,4189.5,0,0.113072,0.0266753,0.0863965,0
11710,4.87917,2.93978,300.017,5499.31,1293.53,4205.77,0,0.113408,0.0266755,0.0867321,0
11720,4.88333,2.93351,300.021,5515.84,1293.54,4222.29,0,0.113748,0.0266756,0.0870728,0
11730,4.8875,2.92709,300.024,5532.62,1293.55,4239.07,0,0.114095,0.0266758,0.0874187,0
11740,4.89167,2.9205,300.027,5549.66,1293.56,4256.1,0,0.114446,0.026676,0.0877699,0
11750,4.89583,2.91376,300.031,5566.96,1293.57,4273.4,0,0.114803,0.0266761,0.0881267,0
11760,4.9,2.90684,300.035,5584.55,1293.58,4290.97,0,0.115165,0.0266763,0.0884891,0
11770,4.90417,2.89975,300.038,5602.41,1293.58,4308.82,0,0.115534,0.0266765,0.0888573,0
11780,4.90833,2.89248,300.042,5620.56,1293.59,4326.97,0,0.115908,0.0266767,0.0892314,0
11790,4.9125,2.88503,300.045,5639,1293.6,4345.4,0,0.116288,0.0266768,0.0896116,0
11800,4.91667,2.87739,300.049,5657.75,1293.61,4364.14,0,0.116675,0.026677,0.0899981,0
11810,4.92083,2.86955,300.053,5676.81,1293.62,4383.19,0,0.117068,0.0266772,0.0903909,0
11820,4.925,2.86151,300.057,5696.19,1293.63,4402.57,0,0.117468,0.0266774,0.0907904,0
11830,4.92917,2.85326,300.06,5715.91,1293.64,4422.27,0,0.117874,0.0266776,0.0911968,0
11840,4.93333,2.84479,300.064,5735.96,1293.64,4442.32,0,0.118288,0.0266778,0.0916102,0
11850,4.9375,2.83611,300.068,5756.37,1293.65,4462.71,0,0.118709,0.0266779,0.0920308,0
11860,4.94167,2.8272,300.072,5777.13,1293.66,4483.47,0,0.119137,0.0266781,0.0924588,0
11870,4.94583,2.81805,300.076,5798.27,1293.67,4504.6,0,0.119573,0.0266783,0.0928946,0
11880,4.95,2.80866,300.08,5819.8,1293.68,4526.12,0,0.120017,0.0266785,0.0933383,0
11890,4.95417,2.79903,300.085,5841.73,1293.69,4548.04,0,0.120469,0.0266787,0.0937903,0
11900,4.95833,2.78914,300.089,5864.07,1293.7,4570.36,0,0.12093,0.0266789,0.0942508,0
11910,4.9625,2.77898,300.093,5886.83,1293.71,4593.12,0,0.121399,0.0266791,0.0947201,0
11920,4.96667,2.76856,300.097,5910.03,1293.72,4616.31,0,0.121878,0.0266794,0.0951983,0
11930,4.97083,2.75786,300.102,5933.69,1293.73,4639.95,0,0.122365,0.0266796,0.0956859,0
11940,4.975,2.74687,300.106,5957.81,1293.74,4664.07,0,0.122863,0.0266798,0.0961831,0
11950,4.97917,2.73558,300.111,5982.42,1293.75,4688.67,0,0.12337,0.02668,0.0966904,0
11960,4.98333,2.72399,300.115,6007.53,1293.76,4713.77,0,0.123888,0.0266802,0.0972081,0
11970,4.9875,2.71209,300.12,6033.17,1293.78,4739.4,0,0.124417,0.0266804,0.0977366,0
11980,4.99167,2.69986,300.125,6059.35,1293.79,4765.56,0,0.124957,0.0266807,0.0982762,0
11990,4.99583,2.6873,300.129,6086.09,1293.8,4792.3,0,0.125508,0.0266809,0.0988275,0
12000,5,2.67441,300.134,6113.42,1293.81,4819.61,0,0.126072,0.0266811,0.0993908,0
